Frequency (Hz)	Level (dB)
7181.323242	-32.234402
7192.089844	-29.556255
7202.856445	-42.440655
7213.623047	-32.745907
7224.389648	-39.243526
7235.156250	-39.973259
7245.922852	-36.534286
7256.689453	-41.050598
7267.456055	-40.354900
7278.222656	-37.756886
7288.989258	-33.622528
7299.755859	-33.637112
7310.522461	-41.900219
7321.289063	-46.192844
7332.055664	-49.232834
7342.822266	-44.432629
7353.588867	-37.769600
7364.355469	-33.517361
7375.122070	-31.670944
7385.888672	-33.199425
7396.655273	-33.914101
7407.421875	-41.229374
7418.188477	-43.635590
7428.955078	-38.368000
7439.721680	-35.228565
7450.488281	-36.516445
7461.254883	-33.234596
7472.021484	-30.931458
7482.788086	-32.215050
7493.554688	-33.254692
7504.321289	-35.555977
7515.087891	-35.322605
7525.854492	-36.428432
7536.621094	-34.357143
7547.387695	-39.317295
7558.154297	-42.433952
7568.920898	-37.582626
7579.687500	-42.725689
7590.454102	-40.304897
7601.220703	-43.872643
7611.987305	-46.114655
7622.753906	-33.596249
7633.520508	-30.371367
7644.287109	-32.675323
7655.053711	-39.843857
7665.820313	-54.829781
7676.586914	-46.907089
7687.353516	-41.877007
7698.120117	-40.193481
7708.886719	-50.620449
7719.653320	-38.650024
7730.419922	-34.111969
7741.186523	-38.931004
7751.953125	-49.049290
7762.719727	-39.497814
7773.486328	-37.486805
7784.252930	-37.386024
7795.019531	-37.245014
7805.786133	-36.280540
7816.552734	-34.084885
7827.319336	-41.198521
7838.085938	-40.002151
7848.852539	-42.681252
7859.619141	-38.728119
7870.385742	-37.440136
7881.152344	-34.352848
7891.918945	-37.698059
7902.685547	-42.228149
7913.452148	-36.022995
7924.218750	-36.121162
7934.985352	-35.255402
7945.751953	-36.684361
7956.518555	-41.618134
7967.285156	-38.415310
7978.051758	-35.790520
7988.818359	-35.932125
7999.584961	-37.553894
8010.351563	-37.369198
8021.118164	-41.396801
8031.884766	-49.365807
8042.651367	-41.787128
8053.417969	-36.999969
8064.184570	-45.144360
