Frequency (Hz)	Level (dB)
8764.013672	-45.503792
8774.780273	-34.691353
8785.546875	-32.196644
8796.313477	-34.697002
8807.080078	-39.153313
8817.846680	-45.445171
8828.613281	-39.347263
8839.379883	-32.942528
8850.146484	-32.121330
8860.913086	-37.831398
8871.679688	-40.418724
8882.446289	-31.179825
8893.212891	-29.450180
8903.979492	-32.741985
8914.746094	-35.886681
8925.512695	-37.228676
8936.279297	-37.264889
8947.045898	-42.968258
8957.812500	-43.147663
8968.579102	-54.657791
8979.345703	-38.772274
8990.112305	-31.670053
9000.878906	-31.508717
9011.645508	-45.552876
9022.412109	-40.074188
9033.178711	-36.937309
9043.945313	-34.010242
9054.711914	-35.644829
9065.478516	-43.182518
9076.245117	-36.555843
9087.011719	-34.009399
9097.778320	-33.508427
9108.544922	-34.099476
9119.311523	-38.498188
9130.078125	-39.702644
9140.844727	-37.239643
9151.611328	-38.324627
9162.377930	-42.039307
9173.144531	-46.199196
9183.911133	-41.654503
9194.677734	-43.630089
9205.444336	-52.846767
9216.210938	-46.897041
9226.977539	-45.755646
9237.744141	-43.105000
9248.510742	-46.912552
9259.277344	-47.925922
9270.043945	-41.865406
9280.810547	-44.329792
9291.577148	-43.508732
9302.343750	-54.860565
9313.110352	-55.372536
9323.876953	-42.903385
9334.643555	-42.430748
9345.410156	-51.765144
9356.176758	-45.583553
9366.943359	-53.442543
9377.709961	-51.839867
9388.476563	-51.897106
9399.243164	-55.751198
9410.009766	-61.334270
9420.776367	-52.243347
9431.542969	-49.719154
9442.309570	-57.231220
9453.076172	-67.214699
9463.842773	-52.133923
9474.609375	-50.421684
9485.375977	-52.134666
9496.142578	-51.769253
9506.909180	-57.177929
9517.675781	-51.060875
9528.442383	-50.391502
9539.208984	-50.809227
9549.975586	-47.129597
9560.742188	-45.470646
9571.508789	-46.362743
9582.275391	-50.624348
9593.041992	-54.362858
9603.808594	-55.883549
9614.575195	-53.912445
9625.341797	-61.235138
9636.108398	-55.216770
9646.875000	-60.496643
9657.641602	-53.944767
9668.408203	-51.739449
9679.174805	-61.448708
9689.941406	-59.888008
9700.708008	-58.970371
9711.474609	-62.150650
9722.241211	-62.973583
9733.007813	-58.208370
9743.774414	-54.671360
9754.541016	-56.901608
9765.307617	-64.387924
9776.074219	-57.100269
9786.840820	-54.681534
9797.607422	-59.341801
9808.374023	-74.991676
9819.140625	-70.562141
9829.907227	-63.491478
9840.673828	-61.930664
9851.440430	-62.743820
9862.207031	-72.359100
9872.973633	-77.836334
9883.740234	-80.765579
9894.506836	-72.146751
9905.273438	-72.409264
9916.040039	-67.021957
9926.806641	-61.309551
9937.573242	-63.317955
9948.339844	-64.970024
9959.106445	-70.163330
9969.873047	-70.550812
9980.639648	-65.538254
9991.406250	-68.751442
10002.172852	-77.653214
10012.939453	-71.001785
10023.706055	-68.647514
10034.472656	-73.926018
10045.239258	-72.466019
10056.005859	-76.086334
10066.772461	-82.561348
10077.539063	-80.185867
10088.305664	-68.958710
10099.072266	-64.764191
10109.838867	-70.079765
10120.605469	-70.971817
10131.372070	-69.611099
10142.138672	-69.945381
10152.905273	-61.888741
10163.671875	-59.090523
10174.438477	-61.261742
10185.205078	-62.105141
10195.971680	-61.939663
10206.738281	-64.148438
10217.504883	-68.448860
10228.271484	-64.390816
10239.038086	-63.330463
10249.804688	-65.383652
10260.571289	-64.938034
10271.337891	-66.309814
10282.104492	-65.409515
10292.871094	-63.104305
10303.637695	-63.414768
10314.404297	-65.644966
10325.170898	-66.354774
10335.937500	-63.217876
10346.704102	-63.006168
10357.470703	-63.463089
10368.237305	-62.497971
10379.003906	-61.291897
10389.770508	-61.686493
10400.537109	-61.321003
10411.303711	-58.968433
10422.070313	-66.052742
10432.836914	-71.170738
10443.603516	-68.465324
10454.370117	-70.403404
10465.136719	-63.490376
10475.903320	-62.519966
10486.669922	-64.696571
10497.436523	-62.653572
10508.203125	-63.062813
10518.969727	-64.711052
10529.736328	-65.902771
10540.502930	-62.859219
10551.269531	-64.947617
10562.036133	-68.390213
10572.802734	-72.032135
10583.569336	-89.856529
10594.335938	-70.889740
10605.102539	-71.295860
10615.869141	-67.688492
10626.635742	-70.676430
10637.402344	-72.364754
10648.168945	-67.172234
10658.935547	-64.978615
10669.702148	-67.500153
10680.468750	-74.054520
10691.235352	-68.907951
10702.001953	-86.307465
10712.768555	-75.153435
10723.535156	-76.569984
10734.301758	-81.630249
10745.068359	-67.585876
10755.834961	-67.700356
10766.601563	-70.917664
10777.368164	-70.714447
10788.134766	-68.953094
10798.901367	-82.848145
10809.667969	-67.975540
10820.434570	-65.775246
10831.201172	-68.010139
10841.967773	-65.612709
10852.734375	-61.146420
10863.500977	-65.842346
10874.267578	-64.240570
10885.034180	-61.536034
10895.800781	-64.785461
10906.567383	-67.975883
10917.333984	-67.012489
10928.100586	-67.484612
10938.867188	-74.189766
10949.633789	-78.954048
10960.400391	-77.492882
10971.166992	-83.954163
10981.933594	-72.532631
10992.700195	-79.231735
11003.466797	-65.649696
11014.233398	-67.389526
11025.000000	-65.886497
11035.766602	-62.000298
11046.533203	-64.051338
11057.299805	-68.602692
11068.066406	-69.315727
11078.833008	-68.699471
11089.599609	-66.571930
11100.366211	-66.031197
11111.132813	-65.607201
11121.899414	-63.353172
11132.666016	-68.547867
11143.432617	-72.432495
11154.199219	-72.057617
11164.965820	-68.494820
11175.732422	-66.645866
11186.499023	-70.101425
11197.265625	-78.291252
11208.032227	-70.222595
11218.798828	-69.734520
11229.565430	-67.915176
11240.332031	-64.418930
11251.098633	-62.946758
11261.865234	-62.077988
11272.631836	-63.786270
11283.398438	-67.609200
11294.165039	-66.281700
11304.931641	-69.925117
11315.698242	-75.320961
11326.464844	-68.908958
11337.231445	-61.787148
11347.998047	-60.781792
11358.764648	-62.500553
11369.531250	-65.450829
11380.297852	-75.312355
11391.064453	-70.222832
11401.831055	-61.858860
11412.597656	-59.062439
11423.364258	-59.140133
11434.130859	-61.091625
11444.897461	-64.531158
11455.664063	-64.289185
11466.430664	-62.553726
11477.197266	-62.800423
11487.963867	-65.173973
11498.730469	-65.519341
11509.497070	-64.105721
11520.263672	-63.207474
11531.030273	-74.211769
11541.796875	-64.324295
11552.563477	-69.510574
11563.330078	-68.192947
11574.096680	-64.301300
11584.863281	-64.334740
11595.629883	-62.992893
11606.396484	-61.523018
11617.163086	-60.404358
11627.929688	-61.703487
11638.696289	-63.247948
11649.462891	-62.990261
11660.229492	-64.427193
11670.996094	-69.554237
11681.762695	-74.554474
11692.529297	-64.892960
11703.295898	-64.824272
11714.062500	-68.666618
11724.829102	-74.147453
11735.595703	-75.666969
11746.362305	-73.029739
11757.128906	-71.681557
11767.895508	-68.701050
11778.662109	-64.347145
11789.428711	-63.017422
11800.195313	-63.476273
11810.961914	-64.690697
11821.728516	-68.496193
11832.495117	-70.932922
11843.261719	-71.047379
11854.028320	-68.577225
11864.794922	-62.154121
11875.561523	-65.035149
11886.328125	-69.860207
11897.094727	-76.152725
11907.861328	-65.771294
11918.627930	-60.512333
11929.394531	-62.102341
11940.161133	-68.926117
11950.927734	-75.060303
11961.694336	-73.697327
11972.460938	-68.210556
11983.227539	-74.868851
11993.994141	-67.234856
12004.760742	-71.324249
12015.527344	-68.511826
12026.293945	-64.720802
12037.060547	-67.310158
12047.827148	-66.934120
12058.593750	-72.269096
12069.360352	-83.146301
12080.126953	-65.503922
12090.893555	-64.877174
12101.660156	-67.304588
12112.426758	-76.580307
12123.193359	-59.507687
12133.959961	-55.884277
12144.726563	-56.882442
12155.493164	-61.492088
