Frequency (Hz)	Level (dB)
7149.023438	-86.138374
7159.790039	-85.896530
7170.556641	-85.968719
7181.323242	-86.090454
7192.089844	-85.986778
7202.856445	-85.988075
7213.623047	-85.979973
7224.389648	-86.113495
7235.156250	-85.988220
7245.922852	-86.185097
7256.689453	-86.091743
7267.456055	-86.010414
7278.222656	-86.105453
7288.989258	-86.236359
7299.755859	-86.052605
7310.522461	-86.131721
7321.289063	-86.257668
7332.055664	-86.087875
7342.822266	-86.166847
7353.588867	-86.202957
7364.355469	-86.256203
7375.122070	-86.179016
7385.888672	-86.267479
7396.655273	-86.179535
7407.421875	-86.290527
7418.188477	-86.267632
7428.955078	-86.295761
7439.721680	-86.313446
7450.488281	-86.294594
7461.254883	-86.302101
7472.021484	-86.306786
7482.788086	-86.413010
7493.554688	-86.275024
7504.321289	-86.378609
7515.087891	-86.356430
7525.854492	-86.378166
7536.621094	-86.398674
7547.387695	-86.406761
7558.154297	-86.480583
7568.920898	-86.376907
7579.687500	-86.482086
7590.454102	-86.436035
7601.220703	-86.526550
7611.987305	-86.455757
7622.753906	-86.480347
7633.520508	-86.500214
7644.287109	-86.511566
7655.053711	-86.554359
7665.820313	-86.537376
7676.586914	-86.539047
7687.353516	-86.530487
7698.120117	-86.565750
7708.886719	-86.592125
7719.653320	-86.577835
7730.419922	-86.652344
7741.186523	-86.606911
7751.953125	-86.643044
7762.719727	-86.644089
7773.486328	-86.629120
7784.252930	-86.644714
7795.019531	-86.725891
7805.786133	-86.629768
7816.552734	-86.749054
7827.319336	-86.703163
7838.085938	-86.672562
7848.852539	-86.757607
7859.619141	-86.768982
7870.385742	-86.705826
7881.152344	-86.730148
7891.918945	-86.914925
7902.685547	-86.719727
7913.452148	-86.799965
7924.218750	-86.793839
7934.985352	-86.900528
7945.751953	-86.668915
7956.518555	-86.955521
7967.285156	-86.888634
7978.051758	-86.796822
7988.818359	-86.945427
7999.584961	-86.842484
8010.351563	-86.907478
8021.118164	-86.961945
8031.884766	-86.825928
8042.651367	-87.005310
8053.417969	-86.900055
8064.184570	-86.896393
8074.951172	-86.947937
8085.717773	-87.066269
8096.484375	-86.861961
8107.250977	-87.059273
8118.017578	-86.971283
8128.784180	-86.934586
8139.550781	-87.120346
8150.317383	-86.945984
8161.083984	-87.171288
8171.850586	-86.943489
8182.617188	-87.086052
8193.383789	-87.107109
8204.150391	-87.025612
8214.916992	-87.105324
8225.683594	-87.165108
8236.450195	-87.079689
8247.216797	-87.066162
8257.983398	-87.249207
8268.750000	-87.080460
8279.516602	-87.214012
8290.283203	-87.114395
8301.049805	-87.251785
8311.816406	-87.060020
8322.583008	-87.332214
8333.349609	-87.153061
8344.116211	-87.151871
8354.882813	-87.326866
8365.649414	-87.257584
8376.416016	-87.133842
8387.182617	-87.346054
8397.949219	-87.219437
8408.715820	-87.353271
8419.482422	-87.158638
8430.249023	-87.387138
8441.015625	-87.289879
8451.782227	-87.468216
8462.548828	-87.202324
8473.315430	-87.381027
8484.082031	-87.315308
8494.848633	-87.366898
8505.615234	-87.336143
8516.381836	-87.353027
8527.148438	-87.389450
8537.915039	-87.365631
8548.681641	-87.502655
8559.448242	-87.353401
8570.214844	-87.417122
8580.981445	-87.396164
8591.748047	-87.553169
8602.514648	-87.376030
8613.281250	-87.486725
8624.047852	-87.514290
8634.814453	-87.483223
8645.581055	-87.429695
8656.347656	-87.618996
8667.114258	-87.386604
8677.880859	-87.619888
8688.647461	-87.494949
8699.414063	-87.510727
8710.180664	-87.612114
8720.947266	-87.449814
8731.713867	-87.742676
8742.480469	-87.457413
8753.247070	-87.617493
8764.013672	-87.699326
8774.780273	-87.553490
8785.546875	-87.510788
8796.313477	-87.714073
8807.080078	-87.640579
8817.846680	-87.616226
8828.613281	-87.705826
8839.379883	-87.759789
8850.146484	-87.616638
8860.913086	-87.612755
8871.679688	-87.780190
8882.446289	-87.641129
8893.212891	-87.789474
8903.979492	-87.637047
8914.746094	-87.694534
8925.512695	-87.879150
8936.279297	-87.721611
8947.045898	-87.751022
8957.812500	-87.620140
8968.579102	-87.863205
8979.345703	-87.834229
8990.112305	-87.715294
9000.878906	-87.957527
9011.645508	-87.782272
9022.412109	-87.780487
9033.178711	-87.786850
9043.945313	-88.055214
9054.711914	-87.733871
9065.478516	-87.984268
9076.245117	-87.696472
9087.011719	-87.968590
9097.778320	-87.884705
9108.544922	-87.894234
9119.311523	-87.824371
9130.078125	-88.035156
9140.844727	-87.907433
9151.611328	-87.869041
9162.377930	-88.016045
9173.144531	-88.024467
9183.911133	-87.813896
9194.677734	-88.006378
9205.444336	-87.997917
9216.210938	-87.955261
9226.977539	-87.977493
9237.744141	-87.973618
9248.510742	-88.054337
9259.277344	-88.023369
9270.043945	-88.110954
9280.810547	-87.895233
9291.577148	-88.155853
9302.343750	-88.030968
9313.110352	-88.088181
9323.876953	-88.064857
9334.643555	-87.956757
9345.410156	-88.258995
9356.176758	-88.081848
9366.943359	-88.144844
9377.709961	-88.053200
9388.476563	-88.176842
9399.243164	-88.179504
9410.009766	-88.020149
9420.776367	-88.205200
9431.542969	-88.205238
9442.309570	-88.137589
9453.076172	-88.185219
9463.842773	-88.170853
9474.609375	-88.264610
9485.375977	-88.185272
9496.142578	-88.149986
9506.909180	-88.223312
9517.675781	-88.241478
9528.442383	-88.316727
9539.208984	-88.241501
9549.975586	-88.278175
9560.742188	-88.270203
9571.508789	-88.315956
9582.275391	-88.171402
9593.041992	-88.386528
9603.808594	-88.241173
9614.575195	-88.342117
9625.341797	-88.323418
9636.108398	-88.325439
9646.875000	-88.373245
9657.641602	-88.307495
9668.408203	-88.420593
9679.174805	-88.274010
9689.941406	-88.329079
9700.708008	-88.515556
9711.474609	-88.297119
9722.241211	-88.375732
9733.007813	-88.453568
9743.774414	-88.444649
9754.541016	-88.336075
9765.307617	-88.406105
9776.074219	-88.617004
9786.840820	-88.268417
9797.607422	-88.596046
9808.374023	-88.461754
9819.140625	-88.253380
9829.907227	-88.662163
9840.673828	-88.428368
9851.440430	-88.642227
9862.207031	-88.376633
9872.973633	-88.666626
9883.740234	-88.286949
9894.506836	-88.659081
9905.273438	-88.424797
9916.040039	-88.636421
9926.806641	-88.511894
9937.573242	-88.611153
9948.339844	-88.425758
9959.106445	-88.623489
9969.873047	-88.595291
9980.639648	-88.610519
9991.406250	-88.616661
10002.172852	-88.643005
10012.939453	-88.530533
10023.706055	-88.698013
10034.472656	-88.560326
10045.239258	-88.767189
10056.005859	-88.497978
10066.772461	-88.787544
10077.539063	-88.574829
10088.305664	-88.636726
10099.072266	-88.880913
10109.838867	-88.445648
10120.605469	-88.686882
10131.372070	-88.771675
10142.138672	-88.536453
10152.905273	-88.802612
10163.671875	-88.594666
10174.438477	-88.899033
10185.205078	-88.737633
10195.971680	-88.622757
10206.738281	-88.944756
10217.504883	-88.604515
10228.271484	-88.909599
10239.038086	-88.646088
10249.804688	-88.908028
10260.571289	-88.618454
10271.337891	-88.896820
10282.104492	-88.915245
10292.871094	-88.683815
10303.637695	-88.878525
10314.404297	-88.892479
10325.170898	-88.693626
10335.937500	-88.908905
10346.704102	-88.828468
10357.470703	-88.864906
10368.237305	-88.800377
10379.003906	-88.875473
10389.770508	-88.941406
10400.537109	-88.884033
10411.303711	-88.900330
10422.070313	-88.815460
10432.836914	-89.031532
10443.603516	-88.976509
10454.370117	-88.814507
10465.136719	-89.069969
10475.903320	-88.772514
10486.669922	-89.046944
10497.436523	-88.904594
10508.203125	-88.988617
10518.969727	-88.913261
10529.736328	-89.036552
10540.502930	-88.949760
10551.269531	-88.989174
10562.036133	-89.038841
10572.802734	-88.982033
10583.569336	-89.048141
10594.335938	-88.968719
10605.102539	-88.993866
10615.869141	-89.116425
10626.635742	-88.902519
10637.402344	-89.195557
10648.168945	-89.102798
10658.935547	-88.900375
10669.702148	-89.200424
10680.468750	-89.031174
10691.235352	-89.113037
10702.001953	-89.121300
10712.768555	-89.057678
10723.535156	-89.046715
10734.301758	-89.155220
10745.068359	-89.157997
10755.834961	-89.088715
10766.601563	-88.968544
10777.368164	-89.412392
10788.134766	-89.096504
10798.901367	-89.176727
10809.667969	-89.038963
10820.434570	-89.084328
10831.201172	-89.262070
10841.967773	-89.266273
10852.734375	-89.059868
10863.500977	-89.258247
10874.267578	-89.207031
10885.034180	-89.300758
10895.800781	-89.034203
10906.567383	-89.314850
10917.333984	-89.300323
10928.100586	-89.142914
10938.867188	-89.275871
10949.633789	-89.304146
10960.400391	-89.255119
10971.166992	-89.153275
10981.933594	-89.416595
10992.700195	-89.229912
11003.466797	-89.193039
11014.233398	-89.467812
11025.000000	-89.241318
11035.766602	-89.192978
11046.533203	-89.512421
11057.299805	-89.211716
11068.066406	-89.381203
11078.833008	-89.288437
11089.599609	-89.359673
11100.366211	-89.377144
11111.132813	-89.334084
11121.899414	-89.350327
11132.666016	-89.376251
11143.432617	-89.384483
11154.199219	-89.306602
11164.965820	-89.404015
11175.732422	-89.374908
11186.499023	-89.515999
11197.265625	-89.354607
11208.032227	-89.298248
11218.798828	-89.576836
11229.565430	-89.403084
11240.332031	-89.365593
11251.098633	-89.444817
11261.865234	-89.426559
11272.631836	-89.518341
11283.398438	-89.438293
11294.165039	-89.426109
11304.931641	-89.520271
11315.698242	-89.486412
11326.464844	-89.460587
11337.231445	-89.476952
11347.998047	-89.571953
11358.764648	-89.453949
11369.531250	-89.509224
11380.297852	-89.607918
11391.064453	-89.531059
11401.831055	-89.515373
11412.597656	-89.512955
11423.364258	-89.496986
11434.130859	-89.640549
11444.897461	-89.476257
11455.664063	-89.513016
11466.430664	-89.608757
11477.197266	-89.651970
11487.963867	-89.613289
11498.730469	-89.442451
11509.497070	-89.658043
11520.263672	-89.592796
11531.030273	-89.631683
11541.796875	-89.517418
11552.563477	-89.757835
11563.330078	-89.578316
11574.096680	-89.567719
11584.863281	-89.719742
11595.629883	-89.630424
11606.396484	-89.665543
11617.163086	-89.613152
11627.929688	-89.758980
11638.696289	-89.584312
11649.462891	-89.721703
11660.229492	-89.670166
11670.996094	-89.716911
11681.762695	-89.673698
11692.529297	-89.661362
11703.295898	-89.772545
11714.062500	-89.678192
11724.829102	-89.848145
11735.595703	-89.571304
11746.362305	-89.773247
11757.128906	-89.794380
11767.895508	-89.676849
11778.662109	-89.758705
11789.428711	-89.813492
11800.195313	-89.714424
11810.961914	-89.789436
11821.728516	-89.855324
11832.495117	-89.760597
11843.261719	-89.743286
11854.028320	-89.851089
11864.794922	-89.764473
11875.561523	-89.782364
11886.328125	-89.855606
11897.094727	-89.846039
11907.861328	-89.796478
11918.627930	-89.795898
11929.394531	-89.884102
11940.161133	-89.877167
11950.927734	-89.769180
11961.694336	-89.900383
11972.460938	-89.788605
11983.227539	-89.983009
11993.994141	-89.779327
12004.760742	-89.903854
12015.527344	-89.878479
12026.293945	-89.938927
12037.060547	-89.810646
12047.827148	-89.980453
12058.593750	-89.953003
12069.360352	-89.841667
12080.126953	-89.913704
12090.893555	-90.001450
12101.660156	-89.937912
12112.426758	-89.885376
12123.193359	-90.030579
12133.959961	-89.878098
12144.726563	-90.024818
12155.493164	-89.908226
12166.259766	-89.990685
12177.026367	-90.016090
12187.792969	-89.909721
12198.559570	-90.008255
12209.326172	-89.987602
12220.092773	-89.987099
12230.859375	-90.088181
12241.625977	-89.954910
12252.392578	-89.973083
12263.159180	-90.127411
12273.925781	-89.918144
12284.692383	-90.099030
12295.458984	-90.020721
12306.225586	-90.020256
12316.992188	-90.097687
12327.758789	-89.988441
12338.525391	-90.073578
12349.291992	-90.043747
12360.058594	-90.083717
12370.825195	-90.135216
12381.591797	-89.987701
12392.358398	-90.183090
12403.125000	-90.066147
12413.891602	-90.042213
12424.658203	-90.125458
12435.424805	-90.150803
12446.191406	-90.106499
12456.958008	-90.106461
12467.724609	-90.207001
12478.491211	-90.012512
12489.257813	-90.227730
12500.024414	-90.073303
12510.791016	-90.184410
12521.557617	-90.193886
12532.324219	-90.114983
12543.090820	-90.172615
12553.857422	-90.178642
12564.624023	-90.242104
12575.390625	-90.075455
