Frequency (Hz)	Level (dB)
8354.882813	-125.056648
8365.649414	-127.089424
8376.416016	-123.876411
8387.182617	-124.151863
8397.949219	-121.938599
8408.715820	-122.564545
8419.482422	-122.715889
8430.249023	-125.207619
8441.015625	-127.697571
8451.782227	-120.462059
8462.548828	-121.525986
8473.315430	-128.687088
8484.082031	-129.358963
8494.848633	-130.321701
8505.615234	-130.531311
8516.381836	-142.734680
8527.148438	-127.966774
8537.915039	-127.635674
8548.681641	-126.177872
8559.448242	-128.877518
8570.214844	-132.129349
8580.981445	-130.306107
8591.748047	-125.026337
8602.514648	-124.639610
8613.281250	-125.579239
8624.047852	-136.308853
8634.814453	-129.385208
8645.581055	-127.998047
8656.347656	-121.400948
8667.114258	-121.482437
8677.880859	-124.758492
8688.647461	-130.881241
8699.414063	-130.101501
8710.180664	-127.461258
8720.947266	-121.231842
8731.713867	-119.905144
8742.480469	-122.476852
8753.247070	-129.495651
8764.013672	-123.283379
8774.780273	-123.446609
8785.546875	-124.446999
8796.313477	-126.761856
8807.080078	-136.802979
8817.846680	-130.362640
8828.613281	-135.210815
8839.379883	-126.863342
8850.146484	-126.477371
8860.913086	-128.412643
8871.679688	-126.230309
8882.446289	-127.569710
8893.212891	-126.634850
8903.979492	-127.691437
8914.746094	-130.426819
8925.512695	-123.528809
8936.279297	-122.562782
8947.045898	-121.041153
8957.812500	-121.686752
8968.579102	-126.360565
8979.345703	-135.933868
8990.112305	-123.544128
9000.878906	-120.996246
9011.645508	-124.617210
9022.412109	-126.355980
9033.178711	-128.144821
9043.945313	-119.273010
9054.711914	-118.072365
9065.478516	-118.991638
9076.245117	-120.714996
9087.011719	-125.139473
9097.778320	-123.172066
9108.544922	-122.701584
9119.311523	-126.567482
9130.078125	-122.832115
9140.844727	-121.132263
9151.611328	-123.147568
9162.377930	-131.822433
9173.144531	-127.350906
9183.911133	-123.126297
9194.677734	-119.826721
9205.444336	-120.209000
9216.210938	-132.965485
9226.977539	-139.287659
9237.744141	-126.857994
9248.510742	-122.773079
9259.277344	-136.164444
9270.043945	-123.843323
9280.810547	-120.663994
9291.577148	-121.033676
9302.343750	-122.865257
9313.110352	-126.063385
9323.876953	-136.157120
9334.643555	-123.859398
9345.410156	-122.314880
9356.176758	-130.293732
9366.943359	-123.300629
9377.709961	-117.884560
9388.476563	-117.343536
9399.243164	-119.877464
9410.009766	-121.033119
9420.776367	-121.708565
9431.542969	-123.384804
9442.309570	-133.073181
9453.076172	-142.600693
9463.842773	-128.755753
9474.609375	-128.870209
9485.375977	-127.575623
9496.142578	-122.980103
9506.909180	-130.930069
9517.675781	-133.305405
9528.442383	-124.561089
9539.208984	-129.028656
9549.975586	-138.155350
9560.742188	-136.538528
9571.508789	-131.092743
9582.275391	-125.140274
9593.041992	-125.117836
9603.808594	-128.729187
9614.575195	-133.327347
9625.341797	-140.248123
9636.108398	-142.799667
9646.875000	-126.756874
9657.641602	-124.263817
9668.408203	-126.987503
9679.174805	-128.859528
9689.941406	-126.839630
9700.708008	-122.845459
9711.474609	-126.536346
9722.241211	-131.885635
9733.007813	-131.347839
9743.774414	-135.731903
9754.541016	-124.086250
9765.307617	-122.059853
9776.074219	-121.361580
9786.840820	-119.798576
9797.607422	-123.304543
9808.374023	-125.665001
9819.140625	-119.996254
9829.907227	-120.207474
9840.673828	-123.377541
9851.440430	-122.892883
9862.207031	-120.585167
9872.973633	-117.032860
9883.740234	-117.601761
9894.506836	-121.532845
9905.273438	-122.872772
9916.040039	-125.432610
9926.806641	-130.632019
9937.573242	-128.103027
9948.339844	-124.158302
9959.106445	-129.754044
9969.873047	-141.601990
9980.639648	-141.406937
9991.406250	-135.056366
10002.172852	-124.773895
10012.939453	-123.056213
10023.706055	-125.555840
10034.472656	-125.116348
10045.239258	-122.139557
10056.005859	-122.042557
10066.772461	-122.981865
10077.539063	-125.816719
10088.305664	-126.440414
10099.072266	-119.905632
10109.838867	-119.773079
10120.605469	-128.021500
10131.372070	-124.908653
10142.138672	-122.123116
10152.905273	-123.214172
10163.671875	-121.700684
10174.438477	-120.989395
10185.205078	-123.352539
10195.971680	-122.062416
10206.738281	-120.244461
10217.504883	-117.931046
10228.271484	-118.602905
10239.038086	-120.165009
10249.804688	-121.480392
10260.571289	-121.568382
10271.337891	-126.466637
10282.104492	-122.353333
10292.871094	-119.699913
10303.637695	-124.234726
10314.404297	-129.966721
10325.170898	-121.930298
10335.937500	-123.060287
10346.704102	-126.553848
10357.470703	-133.382904
10368.237305	-132.565247
10379.003906	-135.910004
10389.770508	-132.982864
10400.537109	-134.882568
10411.303711	-127.453720
10422.070313	-122.912735
10432.836914	-123.428703
10443.603516	-123.999474
10454.370117	-118.815628
10465.136719	-117.763390
10475.903320	-119.430473
10486.669922	-120.932861
10497.436523	-121.266335
10508.203125	-128.703522
10518.969727	-131.345917
10529.736328	-128.452744
10540.502930	-132.120285
10551.269531	-154.874664
10562.036133	-134.961624
10572.802734	-131.108658
10583.569336	-126.258743
10594.335938	-123.399330
10605.102539	-127.112686
10615.869141	-126.254257
10626.635742	-122.323112
10637.402344	-124.884155
10648.168945	-130.289383
10658.935547	-120.730011
10669.702148	-120.244232
10680.468750	-125.200958
10691.235352	-138.847000
10702.001953	-135.823563
10712.768555	-130.957870
10723.535156	-125.449593
10734.301758	-129.157196
10745.068359	-134.945160
10755.834961	-134.571854
10766.601563	-122.283913
10777.368164	-119.385529
10788.134766	-122.319878
10798.901367	-121.194725
10809.667969	-129.593597
10820.434570	-124.745987
10831.201172	-125.215546
10841.967773	-129.256287
10852.734375	-124.772598
10863.500977	-129.183792
10874.267578	-132.031494
10885.034180	-123.902901
10895.800781	-121.945450
10906.567383	-127.761726
10917.333984	-130.542603
10928.100586	-127.761765
10938.867188	-128.035019
10949.633789	-127.085358
10960.400391	-136.358170
10971.166992	-126.057159
10981.933594	-122.617714
10992.700195	-119.581863
11003.466797	-118.458733
11014.233398	-120.715157
11025.000000	-130.568512
11035.766602	-125.432228
11046.533203	-120.521309
11057.299805	-123.461746
11068.066406	-129.749359
11078.833008	-133.359055
11089.599609	-127.017448
11100.366211	-130.700089
11111.132813	-138.434494
11121.899414	-147.146774
11132.666016	-136.904465
11143.432617	-133.859589
11154.199219	-131.217392
11164.965820	-136.057526
11175.732422	-130.334427
11186.499023	-126.855690
11197.265625	-135.525833
11208.032227	-125.950455
11218.798828	-123.132637
11229.565430	-135.534134
11240.332031	-130.415665
11251.098633	-133.108948
11261.865234	-137.541077
11272.631836	-129.296249
11283.398438	-132.999649
11294.165039	-132.479080
11304.931641	-126.328476
11315.698242	-125.052505
11326.464844	-121.593216
11337.231445	-122.107719
11347.998047	-126.394577
11358.764648	-131.294373
11369.531250	-141.747223
11380.297852	-130.364594
11391.064453	-128.262421
11401.831055	-122.303833
11412.597656	-122.707458
11423.364258	-127.430496
11434.130859	-126.070145
11444.897461	-126.247696
11455.664063	-135.866989
11466.430664	-127.875145
11477.197266	-125.675453
11487.963867	-133.221298
11498.730469	-125.051407
11509.497070	-128.886383
11520.263672	-124.070198
11531.030273	-123.039749
11541.796875	-124.140427
11552.563477	-125.172958
11563.330078	-126.552849
11574.096680	-131.459366
11584.863281	-126.348183
11595.629883	-127.410950
11606.396484	-130.903946
11617.163086	-129.216843
11627.929688	-127.817001
11638.696289	-127.010559
11649.462891	-131.632217
11660.229492	-138.387421
11670.996094	-138.304138
11681.762695	-143.879288
11692.529297	-134.189636
11703.295898	-129.148956
11714.062500	-125.774124
11724.829102	-121.034500
11735.595703	-121.893745
11746.362305	-133.284515
